name,price,url,bed,score
ミフネ島之内A0H,11488,http://tinyurl.com/y6oesol4,3 張雙人床,
ミフネ島之内A0F,11488,http://tinyurl.com/y4g44gb2,2 張雙人床 • 1張床位,7.4
ミフネ島之内AAA0,11488,http://tinyurl.com/y4gggwlg,床型： 2 張雙人床 和 1 張沙發床,
H20 Stay Namba IX,11522,http://tinyurl.com/y4hdjyzh,1 張雙人床 • 2 張沙發床 • 2 張日式床舖,
H2O Stay Namba Ⅱ Shinkan 102,11522,http://tinyurl.com/yxg85hdu,床型： 4 張雙人床,
H2O Stay Namba V #403,11522,http://tinyurl.com/yy3ersnp,3 張雙人床,
H2O Stay Namba Ⅱ Shinkan 101,11522,http://tinyurl.com/y2wlujd4,床型： 4 張雙人床,
GUEST HOUSE OSAKA TSUKAMOTO,11522,http://tinyurl.com/yyamzw7v,4 張雙人床 • 2 張沙發床,
H2O Stay Namba Ⅱ Shinkan 103,11522,http://tinyurl.com/y3uttb4f,4 張雙人床,
Exsaison House Imamiya 102,11551,http://tinyurl.com/yxnhlwn5,3 張雙人床,7.7
Exsaison House No.1（艾克薩森一號公寓）,11551,http://tinyurl.com/y5y4a7ge,2 張雙人床 • 2 張日式床舖,
Exsaison House Imamiya 202,11551,http://tinyurl.com/y6lswl67,4 張雙人床,8.6
Ostay ART Namba Riverside（Ostay ART難波河濱酒店公寓）,11594,http://tinyurl.com/y5t6uve6,2 張雙人床 • 1 張沙發床,8.3
Omotenashi Hostel Taisho,11758,http://tinyurl.com/y3ufogyw,3 張單人床 • 2 張雙人床 • 2 張沙發床,6.8
Taisho Terrace House,11777,http://tinyurl.com/yxe3e9yg,1 張雙人床 • 5 張日式床舖,6.0
kashiwa 柏,11817,http://tinyurl.com/y3v3vp5n,1 張沙發床 • 5 張日式床舖,
Apartment Namba VR DAR0032B,11817,http://tinyurl.com/yxh6wv3x,床型： 1 張沙發床 和 6 張日式床舖,
Apartment Kiku House DAR0034B,11817,http://tinyurl.com/y5p2pgvh,2 張沙發床 • 3 張日式床舖,
Namba_Matsuya_MAR0007B,11817,http://tinyurl.com/y3v26ddl,床型： 2 張雙人床 和 2 張沙發床,7.3
Apartment Verouno DAR0036B,11817,http://tinyurl.com/y4ndkvka,床型： 3 張雙人床 和 1 張沙發床,
akazawamansion,11817,http://tinyurl.com/yyv8kqs7,床型： 2 張雙人床 和 1 張沙發床,6.0
Grandouce Tennouji-Kita,11853,http://tinyurl.com/y2ghlaqt,床型： 2 張雙人床 和 2 張日式床舖,8.2
Gate 80（80號門旅館）,11965,http://tinyurl.com/yxmpux2a,6 張日式床舖,8.8
KWレジデンス阿波座,12054,http://tinyurl.com/y4az7ebp,3 張雙人床,8.4
HG Cozy Hotel No.70,12187,http://tinyurl.com/y2jftuj7,床型： 5 張單人床 和 2 張日式床舖,8.6
HG Cozy Hotel No.42,12187,http://tinyurl.com/y5abfh3s,床型： 3 張單人床 和 4 張日式床舖,8.3
BL Karahori,12204,http://tinyurl.com/y2aym6uz,2 張雙人床 • 1 張沙發床,
Open Sale Easy access to Namba Dotonbori NF202,12234,http://tinyurl.com/y32pg8el,床型： 6 張單人床,
Beauty Villa Tengachaya 202,12243,http://tinyurl.com/yymyfh7q,床型： 4 張雙人床 和 1 張沙發床,
大阪難波大国町－きらら憩いの家 ６名,12260,http://tinyurl.com/yygvfm3y,2 張雙人床 • 1 張沙發床,
Furyukan,12284,http://tinyurl.com/yy6d3fg3,1 張單人床 • 1 張雙人床 • 6 張日式床舖,
Ostay Hotel Namba Minami (Tengachaya Sta.)（斯選·難波南酒店公寓（天下茶屋店））,12337,http://tinyurl.com/yyoxtnby,1 張單人床 • 1 張雙人床 • 2 張日式床舖,8.0
Turfy's Flat Taisho 102,12346,http://tinyurl.com/y2bwby8o,床型： 2 張雙人床 和 6 張日式床舖,9.5
Onusi Teradacho,12408,http://tinyurl.com/y68l6kk8,2 張單人床 • 4 張雙人床,
Aqua Umeda,12408,http://tinyurl.com/y5srzf3p,4 張單人床 • 2 張沙發床 • 1 張日式床舖,
Grandouce Dotonbori（天鵝道頓堀旅館）,12480,http://tinyurl.com/y3dpxa42,床型： 2 張雙人床 和 1 張沙發床,7.5
Apartment VR Dotonbori DOR0072B,12556,http://tinyurl.com/y2fhyzco,床型： 2 張沙發床 和 3 張日式床舖,
Stella Wood ARRIBA TSURUMIBA,12556,http://tinyurl.com/yypmnosu,2 張沙發床 • 6 張日式床舖,9.3
Stella Wood TSURUMIBASHI,12556,http://tinyurl.com/yyhw2eh6,2 張沙發床 • 6 張日式床舖,9.0
Sakura Private Hotel（櫻花私人酒店）,12862,http://tinyurl.com/y2w48xqh,6 張雙人床 • 1 張沙發床,
Turfy's Flat Taisho 101,12925,http://tinyurl.com/y4gcw94c,4 張雙人床 • 3 張日式床舖,
Cocomosu Chidoribashi（千鳥橋可可慕斯公寓）,12940,http://tinyurl.com/y5q6twtq,床型： 2 張雙人床 和 1 張沙發床,8.4
IKIDANE HOUSE Abenosuji Sou,12999,http://tinyurl.com/y3sw7gq9,3 張單人床 • 1 張雙人床 • 1 張沙發床,7.3
Happiness House Fukushima（福島幸福度假屋）,13103,http://tinyurl.com/yxaoxr6m,1 張加大雙人床 • 1 張沙發床 • 3 張日式床舖 • 3 張單人床,
ArcadiaEF408,13294,http://tinyurl.com/y3t4hj2f,床型： 2 張雙人床 和 2 張沙發床,
Roiyarupuraza taikoku,13294,http://tinyurl.com/yxstgkl7,床型： 2 張雙人床 和 1 張沙發床,
ArcadiaEF506,13294,http://tinyurl.com/y3fdrblv,床型： 2 張雙人床 和 1 張沙發床,
Apartment Nipponbashi House KMR0047B,13294,http://tinyurl.com/y2wwhnvg,3 張日式床舖,
Family suite house 6,13294,http://tinyurl.com/y26tb63w,4 張雙人床 • 1 張沙發床,9.0
レジデンス今里Ⅱ,13294,http://tinyurl.com/yyd8f2ms,3 張雙人床 • 1 張沙發床,8.7
ArcadiaEF503,13294,http://tinyurl.com/y2mnxa4s,2 張雙人床 • 1 張沙發床,
Guest house ASAHI Condominium,13294,http://tinyurl.com/y66enxfp,床型： 2 張雙人床 和 1 張沙發床,
Konitel Namba2（難波康妮泰爾飯店 2）,13294,http://tinyurl.com/y4ohpezj,2 張單人床 • 2張床位,6.0
HATCH NAGAHORI 301,13361,http://tinyurl.com/y484ld6y,2 張雙人床 • 1 張沙發床,
The EXPerience Osaka Uehonmachi,13374,http://tinyurl.com/yxs2w98a,2 張雙人床 • 2 張沙發床,
Comfort Self Hotel Rebanga Tenjinbashi AP,13432,http://tinyurl.com/y6otxjnk,2 張雙人床 • 2 張沙發床,
H2O Stay Kyobashi Ⅰ,13442,http://tinyurl.com/y4ebpo92,4 張雙人床,8.2
Trend Inn at Bentencho(204-3),13538,http://tinyurl.com/y338df96,床型： 6 張單人床 和 1 張沙發床,7.8
Apartment in Osaka C（大阪C公寓）,13764,http://tinyurl.com/yy7q2o7m,4 張單人床 • 1 張日式床舖,7.6
AH Apartment in 2 Chome211 Tamadehigashi 45956,13764,http://tinyurl.com/y6h8twtx,6 張雙人床,
GESTHOUSE JUN HEIGHTS TAMADE,13826,http://tinyurl.com/yy8chljb,2 張單人床 • 2 張雙人床 • 2 張沙發床,
diamondvilla,13971,http://tinyurl.com/y5weyawr,2 張雙人床 • 2 張沙發床,8.9
Liondor Osaka,13974,http://tinyurl.com/yyg35vv2,2 張單人床 • 2 張雙人床,
BL Taisho 5,13977,http://tinyurl.com/y3hwnf3s,床型： 2 張雙人床 和 1 張沙發床,7.6
Family suite house 7,14033,http://tinyurl.com/y5993cul,4 張雙人床 • 2 張沙發床,
La・Foret Shimanouchi 904,14181,http://tinyurl.com/yystr4ez,床型： 2 張雙人床 和 1 張沙發床,
La・Foret Shimanouchi 901,14181,http://tinyurl.com/yxwqjl2l,床型： 2 張雙人床 和 1 張沙發床,
Y's condo,14181,http://tinyurl.com/y5gwon9c,"床型： 3 張單人床 , 3 張雙人床 和 1 張沙發床",
#2 Soliel Shinsaibashi,14181,http://tinyurl.com/y32k665f,床型： 3 張雙人床,
La・Foret Shimanouchi 903,14181,http://tinyurl.com/y6bjf7cj,2 張雙人床 • 1 張沙發床,
Ostay Kuromon Liberty Palace（Ostay 黑門自由宮公寓）,14222,http://tinyurl.com/y42pqp7w,2 張雙人床 • 1 張沙發床 • 1 張日式床舖,7.9
Shimanouchi AFP J Apartment,14299,http://tinyurl.com/yxkcavtj,床型： 3 張雙人床,8.3
Machi de kurasu Tengachaya-3,14329,http://tinyurl.com/y4epujbz,6 張日式床舖,
H20 Stay Namba VII,14402,http://tinyurl.com/y53ldw69,床型： 4 張雙人床,
CASA 703 Namba Area for 6 people,14476,http://tinyurl.com/y3u6tn8m,床型： 3 張雙人床 和 1 張沙發床,
Goemon,14598,http://tinyurl.com/y5usoww2,1 張單人床 • 1 張雙人床 • 6 張日式床舖,
Hostel Forum Apartment 202,14624,http://tinyurl.com/y58cybxk,床型： 2 張雙人床 和 4 張沙發床,
Grandouce Namba-Higashi Ⅱ,14642,http://tinyurl.com/y25jtkth,床型： 4 張雙人床,7.6
Tennnouji SunPlaza,14687,http://tinyurl.com/y4ou4utx,床型： 3 張雙人床 和 1 張沙發床,
Mobius Kyomachibori,14713,http://tinyurl.com/y55ks59h,"床型： 2 張雙人床 , 1 張沙發床 和 2 張日式床舖",
Newly Renovated 4 Bedroom Villa Heart of Osaka,14735,http://tinyurl.com/y2vvuvhb,床型： 5 張雙人床,
Naｍba west SAIKA,14741,http://tinyurl.com/yxc7hqfc,6 張單人床,7.5
Sora Hostel（宇宙旅舍）,14772,http://tinyurl.com/y4ygc7xh,床型： 8 張單人床,8.4
Etoile Matsuzaki,14772,http://tinyurl.com/yxptfm3r,2 張雙人床 • 1 張沙發床,7.5
Localnism NOE,14772,http://tinyurl.com/y5g9p2dj,2 張單人床 • 2 張雙人床 • 2張床位,8.3
Shinsaibashi House 15,14772,http://tinyurl.com/y4ogx2qh,3 張雙人床 • 1 張沙發床,8.5
Morinomiya House,14772,http://tinyurl.com/y6lerq3o,5 張單人床 • 3 張雙人床,
RakutenSTAY & Shamaison Osakadekijimaekimae / Vacation STAY 3029,14890,http://tinyurl.com/y29y2egd,4 張雙人床 • 1 張沙發床,9.0
Briller Nakazaki（布利勒中崎酒店）,14890,http://tinyurl.com/y474ykot,床型： 6張床位,8.3
Tsujisyo Heights,15038,http://tinyurl.com/y4jnkc74,1 張單人床 • 7 張日式床舖,7.9
グランソレイユ日本橋,15067,http://tinyurl.com/y3pp447l,2 張雙人床 • 2 張單人床 • 3 張日式床舖,
Naniwa Tsutenkaku Residence（通天閣浪花公寓）,15100,http://tinyurl.com/y34oueht,3 張沙發床 • 3 張雙人床,7.9
Apartment in Osaka 514368（大阪514368號公寓）,15206,http://tinyurl.com/y55j2qhf,3 張單人床 • 1 張雙人床,
Lipelala Stay 505,15244,http://tinyurl.com/y5nj8hmr,床型： 4 張雙人床 和 2 張沙發床,
Sen,15247,http://tinyurl.com/y2jmwbkf,"床型： 2 張單人床 , 3 張雙人床 和 1 張沙發床",8.2
SUNRISE Osaka Castle Park Warm Apartment ZD-201,15293,http://tinyurl.com/y6hjh4ec,1 張雙人床 • 4 張日式床舖,
Seaside Room Shinimamiya,15293,http://tinyurl.com/y2ldzoud,床型： 5 張單人床,
Tennoji Abeno 2 mins to JR Cozy Apartment 02,15293,http://tinyurl.com/y4vuqkbv,床型： 5 張單人床,
ir inn_annex202 Stylish private room for 6 Near Shinsekai 22 25,15293,http://tinyurl.com/y528enen,床型： 6 張單人床,
Cozy Old House 6LDK Near Namba ZY-1,15293,http://tinyurl.com/yyyvatf2,床型： 3 張特大雙人床 和 6 張日式床舖,
H2O Stay Tsuruhashi,15363,http://tinyurl.com/y3k4eng9,10 張單人床 • 4 張雙人床 • 2 張沙發床,8.7
Osaka Namba Hostel Miyabi（大阪難波雅旅舍）,15459,http://tinyurl.com/y4n8atb4,床型： 6張床位,8.5
Namba_Kuromon_KMR0002B,15510,http://tinyurl.com/yxthntov,1 張單人床 • 1 張雙人床 • 1 張沙發床 • 2 張日式床舖,
Casa Rar,15510,http://tinyurl.com/y38wkjhm,8 張日式床舖,
Sleepers Guesthouse（沙發床旅舍）,15510,http://tinyurl.com/yxhl4q5g,8張床位,8.6
Exe Osaka-Jo Minami（大阪城南 EXE 公寓）,15510,http://tinyurl.com/y4suplrz,床型： 1 張雙人床 和 2 張沙發床,7.9
Buena Vista Namba South（南難波好風景公寓）,15541,http://tinyurl.com/y6mzw92x,2 張雙人床 • 1 張沙發床,7.7
Comfort Self Hotel Meito Fuji,15591,http://tinyurl.com/yxb3dah3,床型： 1 張雙人床,
Tachibana Vila,15599,http://tinyurl.com/y35ph6wy,3 張雙人床,
住吉テラスハウス,15628,http://tinyurl.com/y4u8wzr2,4 張單人床 • 1 張雙人床,
Namba_Sakuragawa_SKR0009B,15658,http://tinyurl.com/y554uvew,2 張雙人床 • 1 張沙發床,
Wa Modern,15820,http://tinyurl.com/y3n4fmxm,3 張單人床 • 3 張日式床舖,
HATCH NAGAHORI 701,15953,http://tinyurl.com/y3kzjzzp,2 張雙人床 • 1 張沙發床,
Beaver Dam,15953,http://tinyurl.com/y4y99pw9,床型： 3 張雙人床,8.1
TAKASOL OSAKA,15953,http://tinyurl.com/y4ce3tut,6 張雙人床 • 2 張沙發床,
Ark Hostel（方舟旅舍）,15953,http://tinyurl.com/y6av7v8s,床型： 6張床位,8.7
HATCH NAGAHORI 601,15953,http://tinyurl.com/yy97rboa,床型： 2 張雙人床 和 1 張沙發床,8.8
HATCH NAGAHORI 401,15953,http://tinyurl.com/y524twuj,床型： 2 張雙人床 和 1 張沙發床,
Villa Osaka Ebisunishi,15953,http://tinyurl.com/yxayy6at,床型： 6 張雙人床,
New Open MGranz Osaka Castle Park MT-601,16058,http://tinyurl.com/y4h4o8p7,床型： 2 張單人床 和 2 張雙人床,
New Open MGranz Osaka Castle Park MT-401,16058,http://tinyurl.com/y3a3p2fv,2 張單人床 • 2 張雙人床,
FR-1 Open sales 17mins to Namba,16058,http://tinyurl.com/yxz29l7w,床型： 9 張單人床 和 2 張雙人床,
Blossom River 1F,16072,http://tinyurl.com/y5cn96hh,"床型： 2 張單人床 , 2 張雙人床 和 4張床位",8.6
SEKAI HOTEL Nishikujyo,16131,http://tinyurl.com/y4db5vru,床型： 1 張雙人床 和 2張床位,8.6
Guest House Sowaka 1,16249,http://tinyurl.com/y2npceb2,床型： 8 張日式床舖,
Daikokucho Guest House,16249,http://tinyurl.com/y3wkfoed,1 張雙人床 • 1張床位 • 1 張沙發床,
Guest House Laule'a Tennoji,16249,http://tinyurl.com/yyvqacer,1 張單人床 • 2 張雙人床 • 1 張沙發床,9.4
Guest House Twenty-Seven 27,16249,http://tinyurl.com/y5ppp4ra,3張床位,8.2
Green View Tennoji,16249,http://tinyurl.com/y5s9sth5,"床型： 3 張雙人床 , 3 張沙發床 和 2 張日式床舖",6.6
Azami Stay Daikokucho（大黑著薊公寓）,16249,http://tinyurl.com/yygq5jqs,床型： 2 張雙人床 和 2 張沙發床,6.8
Nippombashi House K03,16249,http://tinyurl.com/yynqr99q,"床型： 2 張單人床 , 3張床位 和 1 張沙發床",
SOLEIL心斎橋,16308,http://tinyurl.com/y5u4xxb7,床型： 3 張雙人床,7.7
H2O Stay Namba V #303,16323,http://tinyurl.com/y3j3rv24,3 張雙人床,
H2O Stay Namba V 203,16323,http://tinyurl.com/y5ts57hu,3 張雙人床,7.0
IKIDANE HOUSE Namba Minami,16544,http://tinyurl.com/yynw4bzw,1 張雙人床 • 1 張沙發床 • 3 張日式床舖,
M-1 Osaka Tsukamoto,16618,http://tinyurl.com/y2avo8rj,"床型： 1 張單人床 , 3 張雙人床 和 1 張沙發床",9.1
旅籠屋 Hatagoya Osaka,16642,http://tinyurl.com/y3nbz3yu,"床型： 4 張單人床 , 2 張雙人床 , 1 張沙發床 和 3 張日式床舖",9.1
KUJIRA VIP Rm New Japanese Lodging 8 min to Namba,16668,http://tinyurl.com/y5yr9sc7,床型： 1 張日式床舖,
Comfy room in Osaka 101,16673,http://tinyurl.com/y5n53mkb,1 張單人床 • 2 張雙人床,
Comfy room in Osaka 104,16673,http://tinyurl.com/y2jyp2go,3 張雙人床,
Aliveio House,16751,http://tinyurl.com/y2pho6d2,"床型： 1 張單人床 , 5 張雙人床 和 1 張沙發床",
IHABNSJ Osaka Central Tennoji10min Shinsekai15min Max6,16822,http://tinyurl.com/y5oxdcpa,5 張單人床,
Alex Apartment in Chausuyamacho 602（天王寺艾利克斯602公寓）,16822,http://tinyurl.com/y3f3773j,2 張雙人床 • 2 張日式床舖,9.0
Aozora whole floor apt ShinOsaka walk 8min 7 pax,16822,http://tinyurl.com/y2guxr4a,1 張雙人床 • 4 張日式床舖,
Alex Apartment in Chausuyamacho 403（茶臼山町艾利克斯403公寓）,16822,http://tinyurl.com/y67h24lw,2 張雙人床 • 2 張日式床舖,
Alex Apartment in Chausuyamacho 502（茶臼山町502亞歷克斯公寓）,16822,http://tinyurl.com/y4g2c4jx,床型： 2 張雙人床 和 2 張日式床舖,8.3
Alex Hotel And Resorts Tennoji 402（天王寺402亞歷克斯度 假公寓）,16822,http://tinyurl.com/y3ovjpro,床型： 2 張雙人床 和 2 張日式床舖,8.3
Alex Apartment in Chausuyamacho 203,16822,http://tinyurl.com/y4428afe,床型： 2 張雙人床 和 2 張日式床舖,
Alex Apartment in Chausuyamacho 503,16822,http://tinyurl.com/y4gr446s,床型： 2 張雙人床 和 2 張日式床舖,
Namba Takashimaya 5-mins apartment PA-6C,16822,http://tinyurl.com/y67o4zn7,2 張雙人床 • 2 張日式床舖,
Alex Apartment in Chausuyamacho 302（艾利克斯302號公寓- 茶臼山町）,16822,http://tinyurl.com/y24tuxxo,床型： 2 張雙人床 和 2 張日式床舖,8.5
Alex Apartment in Chausuyamacho 401（茶臼山町艾利克斯401公寓）,16822,http://tinyurl.com/y6sdo3rk,床型： 2 張雙人床 和 2 張日式床舖,
Alex Apartment in Chausuyamacho 301（茶臼山町301號阿萊克斯公寓）,16822,http://tinyurl.com/yxdpr4g4,2 張雙人床 • 2 張日式床舖,8.1
Alex Apartment in Chausuyamacho 303（茶臼山町艾利克斯303公寓）,16822,http://tinyurl.com/yxcju9pq,床型： 2 張雙人床 和 2 張日式床舖,
shatō noichi 202,16840,http://tinyurl.com/yx8vm24m,1 張單人床 • 3 張雙人床,
Hostel Forum Apartment 302,16840,http://tinyurl.com/y3xrre3f,床型： 2 張雙人床 和 3 張沙發床,
Honjin Hostel,16896,http://tinyurl.com/y4pwh227,6張床位,9.2
Beauty Villa Tengachaya 302,16950,http://tinyurl.com/yxd84zth,6 張雙人床 • 1 張沙發床,
Beauty Villa Tengachaya 301,16950,http://tinyurl.com/y56ecgme,5 張雙人床 • 1 張沙發床,
Excellent Black,16950,http://tinyurl.com/y5ceedo7,床型： 3 張雙人床,
Takuto Stay Kyobashi Tsumiki（居橋積木旅館）,16957,http://tinyurl.com/y5u27lj5,床型： 6張床位,8.6
BL Hata 4,16973,http://tinyurl.com/y6dv8tq8,3 張單人床 • 1 張雙人床 • 1 張沙發床,
White Studio 3 Bdrm CV,16974,http://tinyurl.com/y2f2tna8,床型： 5 張單人床,
Apartment in Osaka MN-203,17060,http://tinyurl.com/y47b4yq4,1 張雙人床 • 2 張沙發床,6.8
BL Sakura,17076,http://tinyurl.com/y5xx5oz5,床型： 2 張雙人床 和 1 張沙發床,
The Bamboo Moon Palace / Shin-Osaka,17138,http://tinyurl.com/y2q463oo,床型： 4 張雙人床 和 7 張日式床舖,8.4
2 bed room near Osaka Castle.#202,17188,http://tinyurl.com/yxr7mj3b,2 張單人床 • 2 張雙人床 • 1 張沙發床,
Hostel Tankai（淡海旅館）,17206,http://tinyurl.com/y43vnjva,5張床位 • 2 張日式床舖,8.5
Bright Big 1RM 10 Minutes Namba Upto 8 Guest,17261,http://tinyurl.com/y4kdkx2u,床型： 2 張雙人床 和 4 張沙發床,
Orange House,17283,http://tinyurl.com/yykclfmu,床型： 3 張雙人床 和 1 張沙發床,7.9
Shinsaibashi Elegant Apartment（心齋橋典雅公寓）,17290,http://tinyurl.com/y5x785jd,床型： 2 張雙人床 和 2 張沙發床,8.7
I Osaka House（愛大阪之家旅館）,17389,http://tinyurl.com/yxwvtnbr,床型： 6張床位,7.0
Namba_Daikoku_DAR0007B,17578,http://tinyurl.com/y6nqlfhd,"床型： 2 張雙人床 , 2 張沙發床 和 6 張日式床舖",
BL Hata 23,17587,http://tinyurl.com/y2v8valz,3 張單人床 • 2 張雙人床 • 2 張沙發床,8.7
Designer Pent House Doutonbori East（東道頓崛設計師頂樓公寓）,17615,http://tinyurl.com/y3dhut2r,床型： 2 張雙人床 和 2 張沙發床,9.1
